,date,price,spot,T,strike,risk_free,t,days to maturity,return,implied vol,fit vol,theory price,Simulate price
241,2018-12-06,14.86,60.06,2.23013698630137,50,0,0.9260273972602739,1.3041095890410959,-0.024668246415494366,0.17618726918882738,0.13275576105573547,10.516466662376097,10.091033420833368
242,2018-12-07,15.36,61.67,2.23013698630137,50,0,0.9287671232876712,1.3013698630136985,0.026453526448217524,0.15647212099949795,0.13276244378751137,11.988005388209011,11.540588846097778
243,2018-12-10,14.07,59.97,2.23013698630137,50,0,0.936986301369863,1.2931506849315069,-0.027953151822982747,0.15795696150256433,0.1327819764051867,10.4290514493293,9.91966656924478
244,2018-12-11,14.15,60.2,2.23013698630137,50,0,0.9397260273972603,1.2904109589041095,0.003827915134356985,0.1579696622658706,0.13278831911371652,10.634917033916395,10.524190139343741
245,2018-12-12,13.94,60.15,2.23013698630137,50,0,0.9424657534246575,1.2876712328767121,-0.0008309098940877391,0.1531893601713278,0.13279457955206808,10.588152176100245,9.965536782873235
246,2018-12-13,14.74,61.45,2.23013698630137,50,0,0.9452054794520548,1.284931506849315,0.021382393591355964,0.15507147315023312,0.13280075878627495,11.776261896373711,11.629676436222995
247,2018-12-14,14.04,60.28,2.23013698630137,50,0,0.947945205479452,1.2821917808219179,-0.01922346225374927,0.1566822310176494,0.13280685786857893,10.702666408072353,10.57702434714554
248,2018-12-17,13.83,59.61,2.23013698630137,50,0,0.9561643835616438,1.273972602739726,-0.01117702852645941,0.13567440437057943,0.13282468452333707,10.094650647911564,9.472055335435197
249,2018-12-18,11.84,56.26,2.23013698630137,50,0,0.958904109589041,1.2712328767123289,-0.057839542170124325,0.1572554210061686,0.1328304732507944,7.234201830568779,7.138956297809639
250,2018-12-19,12.55,57.24,2.23013698630137,50,0,0.9616438356164384,1.2684931506849315,0.017269151626539525,0.16181821542792552,0.132836186886832,8.036754269606313,7.633485240843976
